2025-02-25 01:34:35.647 | INFO     | __main__:lifespan:16 | Starting up application...
2025-02-25 01:34:35.656 | INFO     | core.db:init_db:8 | Initializing database...
2025-02-25 01:34:35.808 | INFO     | core.db:init_db:11 | Database initialization completed successfully
2025-02-25 01:37:23.405 | ERROR    | core.db:get_session:21 | Database session error: 500: Authentication failed
2025-02-25 01:37:48.972 | ERROR    | core.db:get_session:21 | Database session error: 500: Registration failed
2025-02-25 01:48:24.763 | INFO     | __main__:lifespan:16 | Starting up application...
2025-02-25 01:48:24.763 | INFO     | core.db:init_db:17 | Initializing database...
2025-02-25 01:48:24.814 | INFO     | core.db:init_db:21 | Database initialization completed successfully
2025-02-25 01:49:18.985 | ERROR    | core.db:get_session:31 | Database session error: 400: Email already registered
2025-02-25 01:49:39.691 | INFO     | __main__:reset_database:35 | Starting database reset...
2025-02-25 01:49:39.693 | INFO     | __main__:reset_database:38 | Dropping all tables...
2025-02-25 01:49:39.870 | INFO     | __main__:reset_database:42 | Creating new tables...
2025-02-25 01:49:40.133 | INFO     | __main__:reset_database:46 | Cleaning uploads directory...
2025-02-25 01:49:40.146 | INFO     | __main__:clean_uploads_directory:27 | Uploads directory cleaned and recreated
2025-02-25 01:49:40.153 | INFO     | __main__:reset_database:49 | Database reset completed successfully!
2025-02-25 01:50:26.104 | INFO     | __main__:lifespan:16 | Starting up application...
2025-02-25 01:50:26.104 | INFO     | core.db:init_db:17 | Initializing database...
2025-02-25 01:50:26.134 | INFO     | core.db:init_db:21 | Database initialization completed successfully
2025-02-25 01:52:02.397 | DEBUG    | apps.chat.routes:create_message:47 | Creating message for conversation 61ff029d-bc32-493b-afc8-df7cb3fe4973
2025-02-25 01:52:02.453 | INFO     | apps.chat.routes:create_message:85 | Message 5ec7fd79-455e-45c2-8fc5-3e3be2233574 created successfully
2025-02-25 01:52:36.716 | ERROR    | core.db:get_session:31 | Database session error: (sqlite3.IntegrityError) NOT NULL constraint failed: document.content
[SQL: INSERT INTO document (id, title, content, doc_metadata, status, vector_ids, conversation_id, created_by_id, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: ('af72443e07a2420a937db9f8e7150dd2', 'Amended Securities Business Regulations-ar.pdf', None, '{}', 'PROCESSING', '[]', '61ff029dbc32493bafc8df7cb3fe4973', '79ba2c8ae22b430799a6a0a92f315669', '2025-02-24 20:52:36.697809', '2025-02-24 20:52:36.697809')]
(Background on this error at: https://sqlalche.me/e/20/gkpj)
2025-02-25 02:13:43.799 | INFO     | __main__:lifespan:16 | Starting up application...
2025-02-25 02:13:43.799 | INFO     | core.db:init_db:17 | Initializing database...
2025-02-25 02:13:43.818 | INFO     | core.db:init_db:21 | Database initialization completed successfully
2025-02-25 02:14:47.488 | DEBUG    | apps.chat.routes:upload_attachments:142 | Uploading files to conversation 61ff029d-bc32-493b-afc8-df7cb3fe4973
2025-02-25 02:14:47.694 | INFO     | apps.chat.routes:upload_attachments:187 | File Amended Securities Business Regulations-ar.pdf uploaded successfully
2025-02-25 02:15:39.688 | DEBUG    | apps.chat.routes:create_message:47 | Creating message for conversation 61ff029d-bc32-493b-afc8-df7cb3fe4973
2025-02-25 02:15:39.798 | INFO     | apps.chat.routes:create_message:85 | Message 453d70c6-e267-4d62-9560-34303f83d11d created successfully
2025-02-25 02:21:46.246 | INFO     | __main__:reset_database:35 | Starting database reset...
2025-02-25 02:21:46.248 | INFO     | __main__:reset_database:38 | Dropping all tables...
2025-02-25 02:21:46.420 | INFO     | __main__:reset_database:42 | Creating new tables...
2025-02-25 02:21:46.645 | INFO     | __main__:reset_database:46 | Cleaning uploads directory...
2025-02-25 02:21:46.650 | INFO     | __main__:clean_uploads_directory:27 | Uploads directory cleaned and recreated
2025-02-25 02:21:46.651 | INFO     | __main__:reset_database:49 | Database reset completed successfully!
2025-02-25 02:22:36.984 | ERROR    | apps.rag.services:__init__:31 | Failed to initialize RAGService: not enough values to unpack (expected 3, got 0)
2025-02-25 02:24:18.279 | ERROR    | apps.rag.services:__init__:31 | Failed to initialize RAGService: not enough values to unpack (expected 3, got 0)
2025-02-25 02:27:56.656 | ERROR    | apps.rag.services:__init__:38 | Failed to initialize RAGService: Could not import rank_bm25, please install with `pip install rank_bm25`.
2025-02-25 02:29:31.957 | INFO     | __main__:lifespan:16 | Starting up application...
2025-02-25 02:29:31.957 | INFO     | core.db:init_db:17 | Initializing database...
2025-02-25 02:29:31.998 | INFO     | core.db:init_db:21 | Database initialization completed successfully
2025-02-25 02:30:02.753 | ERROR    | core.db:get_session:31 | Database session error: 401: Invalid credentials
2025-02-25 02:31:25.303 | DEBUG    | apps.chat.routes:upload_attachments:181 | Uploading files to conversation e4cde619-1897-4479-a355-ae4ac894389a
2025-02-25 02:31:25.471 | INFO     | apps.chat.routes:upload_attachments:226 | File Arabic_ RAG sampels Dataset.pdf uploaded successfully
2025-02-25 02:32:25.895 | DEBUG    | apps.chat.routes:create_message:49 | Creating message for conversation e4cde619-1897-4479-a355-ae4ac894389a
2025-02-25 02:32:25.976 | ERROR    | apps.rag.services:hybrid_search:182 | Error in hybrid search: '\n    "semantic_queries"'
